x	y	showSelected1
-90.42	31.25	1999
-88.47	30.98	1971
-88.78	31.8	1972
-91.1	31.9	1957
-90.75	32.34	2008
-90.57	32.45	2005
-89.5217	31.627	2011
-89.23	32.75	1976
-89.1312	33.2038	2009
-90.77	33.77	1967
-89.4	31.02	1996
-89.25	34.07	1975
-89.02	34.07	1992
-89.42	31.2	2005
-88.62	30.95	1980
-89.77	32.58	1953
-89.5	31.68	1993
-88.98	30.45	1980
-89.0844	31.8341	2011
-89.74	34.41	2008
-88.8505	34.6666	2010
-90.72	34.1	1961
-88.98	33.19	2008
-89.4748	31.9174	2009
-89.75	31.6	1994
-90.42	32.9	1999
-90.42	32.85	2002
-88.7198	30.4022	2011
-89.92	33.52	1988
-88.27	33.42	2002
-88.83	32.7	1982
-90.02	34.88	1994
-88.6	30.43	1977
-90.15	32.3	1987
-90.95	33.5	1978
-88.67	32.75	2004
-88.73	33.72	1950
-90.11	33.05	2008
-88.75	31.25	2002
-89.97	31.15	2006
-89.03	31.08	2002
-88.5211	32.0723	2012
-90.13	34.88	1962
-89.23	30.8	1985
-90.58	33.51	2007
-89.18	32.53	1987
-89.02	33.55	1963
-88.77	31.17	2003
-88.9339	30.4427	2011
-89.3491	31.197	2012
-90.27	32	1996
-89.77	30.55	1956
-90.53	32.65	2003
-88.45	33.15	1977
-88.72	33.73	2006
-90.63	33.43	2005
-90.41	31.96	2008
-90.85	32.02	1957
-88.53	30.47	1996
-90.1	32.45	1997
-88.83	33.45	1961
-90.49	32.08	2008
-89.58	33.43	2004
-89.17	31.68	1986
-89.25	30.35	1970
-88.53	34.33	2003
-89.85	33.88	2000
-90.55	33.17	1950
-88.3345	33.1484	2011
-89.35	33.02	2004
-89.87	33.12	1997
-89.95	32.47	1974
-89.6	32.42	1959
-89.75	32.57	1960
-89.58	30.87	2003
-90.67	32.5	1988
-89.9	33.1	1974
-89.32	30.6	1969
-89.32	32.93	1977
-88.43	33.82	1953
-90.33	34.68	1985
-90.35	33.66	2007
-89.43	30.53	1987
-88.98	32.93	1973
-90.22	31.78	1969
-88.85	32.53	2004
-89.2979	30.4699	2012
-89.27	30.32	1977
-88.81	30.64	2009
-89.07	33.9	1992
-89.52	32.12	1954
-89.78	32.17	2005
-89.03	31.67	1974
-89.92	32.45	2003
-90.51	31.64	2008
-89.6761	32.8649	2009
-89.3854	31.0968	2012
-89.1	31.79	2008
-90.27	31.47	1992
-89.33	31.31	2006
-90.55	34.02	2001
-89.46	32.14	2008
-89.5036	30.7942	2012
-89.15	30.35	1982
-90.55	33.55	2005
-89.43	30.52	2004
-89.85	34.9	1968
-88.58	34.92	1954
-88.25	33.4	2002
-89.6872	31.9874	2010
-88.88	31.57	1960
-88.25	34.65	1988
-89.45	31.68	2007
-90.88	33.6	2001
-90.1	33.67	1970
-91	32.03	2003
-89.75	32.07	1973
-89.55	31.42	2001
-89.78	30.85	1971
-88.87	34.43	1986
-89.1667	33.882	2011
-88.32	33.47	1998
-89.55	31.9	1972
-90.83	34.28	1953
-88.55	34.65	1999
-91.08	31.3	1990
-89.91	32.51	2008
-89.78	32.15	2003
-91.03	33.38	1999
-89.95	32.58	2005
-90.12	33.9	1980
-90.835	33.015	2011
-89.67	32.47	2005
-88.77	33.72	1988
-90.42	34.6	1975
-89.17	32.33	1954
-89.35	31.7	2008
-88.43	33.95	1976
-88.5	34.02	1975
-90.52	33.15	2005
-89.99	32.36	2008
-90.32	32.53	2003
-90.27	31.42	1992
-88.87	33.45	1951
-88.63	32	1957
-90.47	33.97	1971
-89	34.05	2002
-88.6743	32.7495	2011
-89.53	30.68	1998
-88.23	33.88	1980
-90.98	31.97	1999
-90.58	32.4	1961
-89.45	31.66	2007
-90.13	31.12	1965
-90.17	32.13	1971
-89.83	32.77	1976
-88.45	31.62	1988
-88.92	32.75	1976
-91.07	31.73	1950
-88.98	30.67	1966
-89.08	32.07	1972
-90.1	31.07	1987
-89.53	32.27	2003
-88.6	30.9	1973
-88.77	33.9	1988
-88.47	31.17	1977
-89.9	33.72	2001
-89.0178	32.0239	2012
-89.63	31.32	2008
-90.37	33.57	1999
-90.88	32.53	2001
-89.77	32.95	2001
-89.23	31.68	1954
-89.93	32.28	2005
-89.26	31.16	2008
-89.77	31.93	1961
-89.13	33.65	2006
-88.77	33.65	1966
-89.72	31.98	1959
-90.27	32.77	1976
-90.5	33.1	1999
-90.47	31.17	1962
-88.5661	34.0178	2009
-89.53	31.7	1972
-89.7	32.82	2008
-90.5624	31.6766	2010
-89.55	34.72	2004
-89.15	31.72	2002
-90.2	33.5	1990
-89.53	31.77	1995
-91.13	31.78	1999
-89.52	34.98	2000
-89.25	31.71	2007
-89.8	31.4	1957
-90.6264	33.7212	2011
-90.83	32.92	1953
-89.93	33.67	1971
-90.17	32.25	2001
-90.7	33.83	2001
-88.9636	34.4854	2010
-89.97	32.62	1962
-90.27	32.52	1975
-90.33	33.07	1986
-89.97	31.87	1975
-89.47	32.17	1987
-89.72	31.67	1971
-89.3	33.8	1974
-89.5594	30.9911	2012
-89.2284	31.7123	2011
-89.5	30.47	1973
-89.5	31.04	2006
-88.9	30.4	2000
-88.51	34.45	2008
-90.19	34.97	2008
-89.48	30.72	1996
-90.3813	33.3349	2010
-89.2969	31.679	2011
-88.8	34.6	1975
-90.28	32.07	1977
-90.53	33.23	2005
-89.28	33.63	2006
-88.58	32.68	2003
-88.92	33.78	1962
-89.08	30.38	2001
-88.5	30.72	2001
-90.15	33.67	2004
-89.47	33.2213	2011
-88.73	34.07	2004
-90.12	33.03	2004
-90.31	33.38	2008
-89.3671	31.8079	2009
-89.42	31.22	2006
-88.98	34.27	1971
-89.33	30.32	1998
-88.55	33.85	2005
-88.57	34.65	1959
-90.25	33.6	2005
-89.75	33.53	1987
-89.02	33.95	1957
-88.35	32.82	1966
-89.48	30.73	1999
-89.32	31.58	2005
-89.4945	34.5031	2010
-90.33	32.33	2003
-89.13	31.7	2001
-88.8815	34.9949	2010
-89.32	31.5	2001
-91.02	31.1	2012
-90.12	33.12	1999
-89.03	31.03	2003
-90.43	32.45	1997
-88.5699	34.3444	2009
-88.4327	32.2143	2011
-90.48	32.3	1983
-89.16	31.22	2008
-89.43	30.48	2000
-90.15	32.13	1977
-89.7068	31.4735	2011
-88.27	35.05	1970
-88.83	32.9	1977
-88.43	30.98	1976
-89.44	31.93	2008
-89.68	31.5	2006
-91.13	33.57	2005
-88.82	30.42	1971
-90.12	32.33	1961
-88.58	32.18	2001
-90.12	34.32	1975
-88.85	32.5	1950
-88.55	34.62	1975
-89.65	32.37	1998
-90.05	34.32	1987
-89.28	32.97	2008
-88.12	34.53	1988
-90.12	34.4	1964
-90.29	31.63	2007
-90.43	32.68	1992
-89.58	34.58	1973
-89.92	32.52	1987
-89.88	31.95	1990
-88.227	33.9746	2012
-89.82	31.03	1994
-90.2	33.67	1973
-90.87	32.45	2003
-90.72	34.07	1971
-89.22	31.89	2008
-91.07	31.02	1986
-88.56	32.67	2008
-90.57	32.33	1988
-88.65	32.43	1976
-89.87	32.72	1976
-89.27	30.38	1972
-90.39	32.35	2008
-90.52	33.68	1999
-89	32.62	1954
-88.1522	32.2454	2011
-90.57	33.38	2005
-90.83	33.62	2005
-89.53	30.83	2000
-90.88	32.35	1962
-90.9	33.85	1999
-88.55	30.43	2000
-89.58	33.6	2006
-90.62	32.97	1958
-90.1	34.67	2001
-89.0758	33.9389	2009
-90.35	33.63	1971
-88.48	33.47	1951
-89.01	32.73	2007
-88.95	35	1971
-90.17	32.33	1997
-89.55	31.42	1961
-89.662	31.807	2009
-89.03	34.77	2008
-89.98	32.28	1971
-89.1	32.32	1986
-89.12	32.15	1951
-90.63	33.65	1964
-89.33	30.32	2003
-90.8715	32.2051	2012
-90.27	31.23	1958
-90.38	31.42	2005
-90.55	34.38	1953
-91.3	31.63	1975
-89.95	32.78	1990
-91	32.5	1999
-89.58	32.03	2006
-89.92	34.43	2006
-89.53	32.03	1974
-89.03	32.77	1983
-89.45	34.95	1999
-91.02	33.42	2005
-89	34.73	1975
-90.02	32.47	2003
-90.15	31.33	2005
-88.68	32.53	2003
-89.63	34.55	1962
-88.83	31.32	1975
-90.82	32.97	2003
-90.57	33.28	2005
-90.58	34.18	1964
-89.7	31.15	2005
-89.57	34.5	2008
-88.95	33.77	1962
-89.13	30.85	2000
-89.0107	31.6272	2012
-90.03	34.97	1999
-90.8171	32.3193	2010
-89.66	32.73	2008
-89.17	31.78	2006
-88.47	30.87	2001
-89.95	32.45	1987
-88.17	34.88	1957
-90.48	33.2	1974
-89.19	30.95	2008
-90	34.68	1977
-89.08	30.38	2000
-89.58	32.42	1989
-89.27	34.77	1971
-88.98	32.63	1988
-89.77	31.18	1988
-89.88	31.93	2008
-88.27	34.73	1950
-89.27	30.87	1969
-89.5	30.9	1972
-88.45	33.22	1953
-90.0299	32.3359	2010
-88.92	35.03	1971
-90.35	32.18	1990
-88.86	32.02	2008
-89.55	32.03	1974
-88.38	34.98	1953
-90.98	32.51	2008
-89.67	34.08	1984
-88.2883	34.3678	2009
-90.1	34.43	1999
-90.93	33.86	2008
-89.3	31.22	1961
-89.32	31.96	2008
-90.67	31.58	2005
-90.75	32.22	2005
-88.4368	31.1943	2011
-89.43	30.63	2005
-89.07	30.85	2000
-90.32	32.28	1971
-89.85	32.35	2003
-89.52	33.77	1971
-89.28	31.74	2007
-89.78	31.97	1990
-88.53	30.38	1982
-89.03	31.8	1971
-89.37	30.37	2000
-90.5	32.38	2008
-88.72	34.27	1978
-90.73	32.23	2005
-90.0324	32.0923	2010
-89.53	32.46	2008
-89.83	31.43	2008
-89.15	31.63	1961
-89.4	31.67	1974
-90.33	33.67	2000
-90.1	32.3	1971
-90.25	32.75	1997
-89.7	30.48	2000
-89.58	32.28	2003
-90.71	32.93	2008
-88.7	31.17	1971
-89.05	30.9	1953
-89.8859	31.1348	2012
-89.43	31.77	2005
-89.33	31.78	2006
-89.48	34.52	2008
-89.46	34.5	2008
-88.52	32.03	1977
-91	33.45	1976
-90.78	31.5	1983
-90.33	32.15	2008
-88.4461	32.1132	2011
-88.68	34.32	2008
-88.95	34.08	2002
-88.34	31.2168	2011
-89.05	32.38	1982
-90.47	34.43	1963
-89.52	33.5	1976
-89.12	31.88	1999
-89.7922	34.956	2009
-90.77	32.38	1959
-90.08	31.65	1974
-90.92	31.23	2006
-89.38	30.98	1976
-89.53	30.83	2003
-90.9	32.9	1999
-89.2254	31.9079	2009
-89.76	31.98	2008
-90.05	31.28	1996
-90.53	33.88	1976
-89.03	34.97	2001
-89.45	32.15	2007
-89.23	30.37	1972
-89.12	32.83	2000
-90.73	33.75	1999
-90.05	33.57	2005
-88.63	33.01	2007
-88.83	32.33	2003
-89.48	32.03	2003
-90.81	33.78	2008
-90.68	32.18	2005
-89.77	32.05	1987
-89.97	32.08	2004
-89.58	33.28	1965
-89.45	34.65	1998
-89.2856	33.2651	2011
-89.42	31.15	2008
-88.12	34.57	1959
-90.98	32.63	2003
-89.52	32.07	1951
-90.38	33.73	1974
-89.42	31.77	2006
-89.2905	31.8874	2009
-89.73	31.9	1976
-88.9	33.42	2001
-89.7	32.9	2001
-90.03	38.83	1950
-90.12	38.82	1950
-92.78	38.18	2003
-93.5	38.03	2003
-90.5006	37.2577	2011
-90.65	37.63	1950
-91.75	38.12	1982
-91.67	38.28	1982
-91.42	38.1	1982
-91.68	37	1982
-92.75	38.6	1955
-89.8708	37.13	2011
-91	38.35	2003
-93.68	37.5	2003
-94.42	39.53	2002
-92.6	37.92	2003
-93.18	37.45	2003
-90.43	36.87	1996
-89.77	36.87	1996
-92.68	37.68	2003
-90.65	38.83	1990
-90.1	37.27	2003
-91.92	38.92	1998
-90.3	38.65	1968
-90.73	38.8	1998
-94.02	39.67	1955
-93.46	40.06	2008
-92.9	39.98	2008
-90.22	38.63	2007
-89.48	37.45	2003
-89.8347	37.2436	2009
-89.5	37.1	2003
-93.7	40.08	2004
-93.95	40.07	1967
-89.55	36.43	1955
-89.33	36.8	1955
-94.57	37.3	2006
-94.23	38.73	2001
-94.02	39.18	2001
-92.12	39.98	1967
-93.1	38.75	2001
-94.42	39.9	1960
-94.87	40.1	1960
-90.53	37.88	2002
-89.67	37.18	1991
-90.18	37.42	1998
-91.62	37.58	1994
-90.83	38.58	2004
-92.13	38.96	2008
-91.85	37.17	1996
-93.83	38.85	1996
-94.53	37.63	1996
-90.82	38.55	2004
-89.33	36.77	1973
-90.38	37.97	2004
-90.6	38.27	2004
-94.33	37.95	1982
-92.92	39.57	1982
-94.07	39.35	1973
-95.08	40.37	2004
-92.08	37.27	1982
-91.9	39.27	2006
-90.17	36.95	1976
-94.57	40.4	2004
-94.23	37.47	1966
-89.67	36.93	2001
-91.73	37.98	1966
-90.75	37.97	2004
-90.7	37.33	2000
-90.97	36.95	1982
-93.42	38.97	1961
-90.43	37.57	1982
-93.55	38.93	1961
-92.33	38.95	1998
-90.8027	38.7306	2011
-93.23	38.7	1952
-92.18	37.98	1980
-93.735	37.3988	2009
-90.72	37	2004
-90.57	37.18	2004
-94.58	39.4	2004
-95.62	40.48	2004
-89.78	37.33	2004
-90.572	37.0387	2011
-92.17	38.02	1950
-92.8448	36.9424	2009
-94.87	40.2	1999
-92.6074	36.779	2009
-89.83	36.05	2003
-92.93	37.25	1982
-92.3	36.95	1982
-92.5464	37.6619	2009
-91.8927	36.8938	2009
-89.9933	36.7944	2011
-89.77	37.18	1955
-93.9	40.57	1984
-89.42	36.78	1955
-92.83	39	1966
-89.85	37.3	2000
-89.53	37.03	2000
-90.72	37.07	2004
-91.72	40.23	1999
-94.48	40.55	1955
-90.4873	36.5802	2011
-90.17	36.13	1964
-91.55	39.13	1955
-91.12	39.18	1955
-93.77	39.98	1984
-94.6	39.6	2004
-94.0184	36.5751	2011
-93.35	38.95	2004
-94.5	38.52	1969
-92.78	37.25	1999
-90.63	39.65	1999
-91.05	39.45	1999
-92.17	38.72	1992
-94.28	40.23	1966
-91.72	37	2004
-92.6251	39.3221	2010
-94.15	38.82	1965
-91.68	38.23	1960
-90.22	37.25	1964
-91.86	37.48	2008
-92.4	37.63	1960
-91.77	37.98	1960
-89.87	36.93	1987
-90.3	37.57	1973
-94.05	38.58	2003
-93.65	38.73	2003
-91.72	38.4	1959
-94.37	39.75	2004
-90	37.08	2000
-93.92	39.4	1960
-93.27	38.47	1982
-90.2997	37.1524	2011
-90.2716	37.243	2011
-94.48	39.75	2006
-94.33	39.9	2006
-94.35	36.88	2008
-89.9411	37.5269	2011
-92.64	37.69	2008
-92.98	40.5	1958
-94.32	36.95	2005
-94.27	40.05	2004
-93.19	37.42	2008
-94.52	39.3	1966
-91.78	37.4	1988
-93.95	38.62	2000
-94.53	38.67	2003
-94.37	38.65	2003
-90.22	38.02	1996
-89.22	36.72	1970
-94.87	39.38	1964
-94.27	37.85	1969
-94.3	37.17	1973
-92.67	38.38	1961
-94.37	39.75	1964
-94.12	38.9	1964
-87.92	38.38	1961
-89.85	37.9	1961
-93.63	38.68	1964
-89.65	36.18	1998
-91.57	38	1999
-90.87	37.28	1970
-94.13	37.42	2007
-94.0908	38.1314	2011
-91.85	37.75	1999
-93.2998	37.0749	2009
-91.33	36.65	2006
-91.45	37.08	2004
-89.62	36.15	2006
-89.7	36.07	2006
-93.4	40.35	2003
-93.8	39.3	1971
-91.77	37.75	1999
-90.28	37.6	1996
-91.77	40.42	2003
-89.73	37.77	1996
-91.97	39.93	2003
-91.5	40.15	2003
-90.73	36.58	1996
-90.47	36.77	1996
-94	37.45	1957
-89.97	36.68	1996
-93.73	36.53	2008
-91.82	36.78	1961
-91.5	39.75	2003
-93.25	37.15	1961
-93.37	37.25	1983
-92.33	39.5	2006
-94.57	38.07	2007
-94.52	37.12	1955
-94.25	37.9	2007
-93.1543	38.0526	2010
-94.27	38.45	1982
-94.58	37.08	1991
-90.12	36.18	1999
-91.38	39.85	1977
-91.43	39.83	1977
-90.67	38.82	1983
-89.13	36.9	1973
-89.38	36.82	2006
-92.14	37.09	2008
-89.92	36.5	2006
-94.2691	37.538	2010
-94.03	40.27	1967
-94.9092	40.0183	2011
-95.02	40.45	1954
-89.57	37.28	1995
-90.4439	38.5986	2010
-92.28	39.75	1986
-93.48	40.62	1970
-91.13	36.62	2006
-91.58	40.15	1999
-94.37	39.5	1993
-94.52	37.7	2006
-93.24	38.84	2008
-94.33	37.58	2006
-93.55	37.23	2006
-91.88	37.93	1951
-92.05	36.85	2008
-93.8553	39.1798	2011
-90.5	36.67	1970
-92.18	39.45	2006
-93.47	37.87	2006
-94.28	39.13	1977
-92.53	36.67	1977
-91.95	37.02	2002
-90.37	36.7	1973
-92.23	38.98	1973
-93.5176	39.2101	2011
-94	38.08	1972
-93.7	37.13	2002
-92.18	38.83	1982
-92.88	36.82	1965
-94.55	37.03	2005
-94.52	36.98	2005
-93.5	37.82	2002
-89.6	36.88	1999
-94.83	39.85	1961
-92.3761	36.5909	2010
-92.75	37.13	1996
-92.3458	36.5905	2010
-93.85	38.73	1961
-91.95	40.27	1970
-93.9341	36.9776	2011
-93.485	40.4	2010
-93.35	40.32	2010
-94.47	37.15	1951
-91.8243	39.143	2010
-94.75	39.67	1965
-89.67	37.05	1999
-94.2	37.33	1961
-94.02	39.25	1951
-90.5192	38.355	2010
-94.52	37.08	1996
-94.52	37.08	1996
-93.2197	36.8074	2011
-93.93	40.02	2002
-90.7355	37.3229	2010
-93.82	40.08	2002
-91.33	37.62	1957
-93.72	39.18	1995
-94.92	40.7	1979
-95.03	40.57	1979
-93.85	39.17	2000
-94.33	39.08	1978
-92.32	38.08	2003
-89.62	37.42	1970
-91.6	39.67	2000
-93.12	37.18	1995
-91.8969	36.545	2011
-93.08	39.33	1982
-93.6	36.63	2008
-93.35	37.57	1996
-93.28	37.48	1996
-92.88	37.5	1996
-92.78	37.5	1996
-92.57	38.05	1966
-92.53	38.63	1966
-92.45	38.15	1966
-90.45	38.2	1961
-92.62	38.38	1966
-92.02	38.57	1966
-92.43	37.58	1966
-92.1288	37.6023	2009
-92.07	37.88	1966
-90.47	38.8	1966
-90.83	36.75	1973
-90.73	38	1969
-90.27	37.72	1969
-89.73	37.68	1969
-91.97	36.63	1961
-93.82	36.75	1988
-90.97	37.77	1984
-91.12	38.1	2006
-93.23	37.25	1988
-93.22	37	1984
-95.41	40.35	2007
-89.87	36.15	1952
-95.3	40.53	1996
-90.55	38.12	1961
-93.92	39.33	1961
-93.42	39.42	1961
-89.33	37.8	2006
-92.25	37.95	2001
-91.17	37.73	1988
-90.73	37.88	1966
-91.13	38.8	1982
-94.05	39.25	1967
-89.92	37.08	1993
-91.83	39.92	1975
-92.23	40.68	1967
-91.52	40.15	1997
-93.5303	37.537	2012
-91.5	40.07	1997
-92.6422	37.673	2012
-92.8299	37.7129	2012
-90.22	37.88	1952
-94.48	39.3	1969
-94.17	39.32	1969
-89.73	37.45	1952
-94.19	36.65	2008
-94.01	36.88	2008
-91.64	39.26	2008
-91.46	39.59	2008
-91.42	39.67	2008
-93.65	36.8	2006
-91.57	38	2006
-90.99	39.06	2008
-94.1	37.07	1967
-94.82	40.3	1969
-94.87	40.2	2004
-90.3955	36.6539	2011
-94.52	40.28	1969
-94.28	38.65	1967
-94.25	40.25	2004
-89.7	36.07	1952
-90.18	37.8	1979
-94.22	39.5	1979
-92.7246	37.1276	2011
-94.53	39.37	1962
-94.43	36.58	1993
-94.1	36.75	1993
-94.07	40.3	2004
-93.5	39.8	2004
-94.28	39	1971
-93.83	40.27	2004
-89.7027	37.18	2011
-93.22	39.82	2004
-94.42	40.5	2004
-94.57	39.15	1969
-94.3008	38.62	2011
-90.8962	39.3668	2011
-93.2222	38.6925	2011
-94.4442	39.2511	2011
-94.47	39.3	2008
-94.56	39.23	2008
-93.47	37.95	1972
-92.77	39.77	2004
-93.53	38.95	1958
-91.67	40.45	1973
-91.2754	36.5546	2011
-91.43	39.73	2004
-91.28	39.58	2004
-93.93	36.72	2001
-92.78	38.18	2003
-90.5	38.08	1995
-94.28	39.22	2005
-90.3	37.52	1972
-93.47	37.03	2007
-90.298	37.3901	2011
-91.4	38.88	2006
-91.7	39	2006
-90.6997	36.5378	2011
-90.63	37.77	2004
-89.55	37.2	1981
-94.23	38.93	1952
-90	37.57	2004
-94.53	37.22	2004
-90.0253	37.5617	2011
-91.92	38.02	1978
-94.57	37.08	1986
-90.57	38.15	2003
-91.4	38.98	2000
-91.25	39.27	1996
-89.5364	37.0844	2011
-94.78	39.37	1975
-94.4646	39.5129	2010
-90.33	37.97	1998
-90.38	38.7	1998
-94.22	38.03	2004
-93.7	37.97	2004
-93.45	38.78	1972
-92.73	38.97	2005
-93.82	40.1	2004
-89.97	36.57	1981
-92.05	37.12	1962
-93.92	39.92	1967
-93.55	39.6	1967
-94.67	39.52	1985
-91.4	38.02	1997
-93.18	39.68	1967
-95.13	40.52	2004
-91.83	36.7	1955
-91.32	38.85	2004
-93.65	39.1	1967
-94.33	38.4	1967
-94.52	37.08	1999
-91.51	39.49	2008
-93.6	36.73	1954
-94.17	37.58	1954
-93.18	37.97	2000
-94.53	37.62	1996
-92.08	38.95	2000
-93.78	36.82	1954
-93.88	36.82	1954
-93.65	38.93	1996
-92.7	37.23	1954
-93.22	37.02	1954
-92.08	37.45	1954
-90.77	38.58	1954
-92.17	37.4	1982
-91.18	36.3	1982
-91.47	39.04	2007
-91.1	38.9	2007
-93.34	36.63	2007
-92.02	36.9	1982
-91.58	39.27	2006
-93.95	37.94	2008
-90.77	37.97	2004
-91.92	37.02	1967
-91.23	39.25	2006
-93.69	37.11	2007
-90.75	37.95	1967
-89.43	36.67	1956
-90.58	37.6	2004
-90.6	36.58	1999
-94.1	38.85	1961
-92.78	38.9	1973
-90.33	37.57	2004
-92.68	37.56	2007
-90.17	37.6	2004
-94.68	40.57	1952
-93.3701	37.5957	2009
-93.07	40.23	1964
-92.6	40.48	1970
-89.97	37.58	2004
-92.806	36.9386	2009
-93.33	38.22	1994
-91.87	38.58	1994
-90.62	38.35	1994
-93.78	36.82	2008
-92.5315	37.3242	2009
-92.0799	37.1532	2009
-94.16	37.18	2008
-94.41	38.4	2007
-89.82	36.05	2004
-90.98	37.08	1982
-91.9217	38.675	2010
-90.97	36.95	1982
-92.23	37.02	1969
-94.82	39.5	2004
-90.93	38.98	1969
-92.38	39.03	1999
-94.42	38.65	1981
-92.17	39.12	1999
-91.87	37.5	1967
-93.62	40.37	1959
-89.6	37.13	2004
-89.55	37.18	2004
-90	37.87	2004
-89.65	37.02	1986
-90.42	36.75	1976
-91.6	37.72	1965
-92.93	37.28	2004
-93.75	38.75	2004
-93.6489	38.6603	2010
-94.17	37.42	2002
-93.67	37.77	2002
-94.77	39.65	2004
-90.35	37.22	1997
-92.9941	39.2211	2011
-92.4	37.52	2006
-92.3	38.08	2001
-94.03	38.12	1997
-93.53	39.33	1965
-94.75	39.88	1962
-95.53	40.57	1968
-93.3205	37.6386	2010
-92.73	39.42	1959
-93.22	37.2	1991
-89.85	36.58	2001
-93.37	37.13	2003
-92.22	38.78	1959
-91.42	40.32	1974
-89.5046	37.3264	2012
-89.5184	37.5253	2012
-93.95	38.48	1953
-95.15	40.43	1967
-92.5	40.48	2006
-94.33	39.77	2004
-91.28	38.08	1974
-94.42	39.9	2004
-94.22	38	1958
-92.51	36.69	2007
-94.03	40.22	2004
-94.43	36.98	2001
-93.9	40.27	1958
-93.8	40.15	2004
-89.77	37.68	2006
-93.62	40.32	2004
-93.63	39.27	2000
-91.96	36.63	2008
-89.43	36.9664	2012
-94.88	40.28	1960
-91.42	37.32	2006
-94.59	37.47	2008
-93.72	37.23	1976
-91.82	40.5	1995
-92.03	38.95	2005
-90.52	37.85	1973
-94.4	37.1	1959
-92.08	38.03	1999
-93.77	38.12	2008
-93.67	37.62	1959
-90.15	38.67	1959
-92.53	38.32	2004
-94.4091	36.646	2011
-92.47	38.35	2004
-93.9953	38.2092	2011
-94.33	37.87	1958
-94.23	37.88	1962
-92.13	38.58	1984
-89.32	36.72	1962
-93.62	37.05	2008
-95.08	40.25	1967
-89.7451	36.3002	2012
-89.6981	36.3001	2012
-92.63	37.67	2004
-93.21	37.02	2007
-93.82	40.42	2003
-89.58	36.88	1999
-94.08	38.28	1972
-91.1791	38.9065	2010
-91.1464	38.9725	2010
-91.3104	37.8775	2011
-90.33	38.77	2004
-91.07	37.4	2004
-91.1083	39.1006	2010
-90.27	36.52	1999
-91.0571	39.1598	2010
-92.84	37.2	2008
-92.35	39.85	1956
-90.47	38.63	1996
-89.68	36.85	1999
-89.77	36.82	1999
-93.45	36.84	2008
-93.3474	37.452	2010
-90.33	36.08	1999
-91.72	38.48	1983
-89.55	37.1	1999
-94.53	39.72	2001
-92.78	38.22	1954
-89.93	38.83	1983
-90.17	38.67	1983
-94.8381	40.4407	2010
-93.3082	36.5878	2010
-93.7366	39.7928	2010
-91.4	36.68	2008
-93.48	39.1	1968
-92.48	39.42	1973
-93.92	38.55	2006
-89.32	36.9	2002
-91.83	37.5	1979
-90.78	37.75	2002
-93.52	40.58	1970
-93.5444	37.8313	2012
-93.58	37.46	2007
-93.23	37	2007
-92.91	37.34	2007
-91.98	39.68	2007
-91.68	38.88	2000
-91.87	36.7	2007
-89.72	36.23	2002
-94.15	40.58	2005
-94.88	39.35	2003
-93.7156	37.7039	2009
-94.18	37.98	2003
-92.68	38.07	1970
-94.53	39.18	2000
-94.37	36.87	2006
-93.7283	39.09	2011
-94.13	36.85	2002
-92.74	39.92	2010
-94.5	39.25	2003
-93.38	39.87	1954
-94.47	39.23	2003
-89.6	36.35	2002
-94.3864	39.3742	2011
-93.1172	38.7678	2011
-89.46	37.46	2008
-94.57	38.5	2003
-91.3772	39.0157	2011
-92.72	39.43	1967
-94.2213	36.9838	2011
-94.43	39.87	2009
-90.02	36.85	1999
-93.05	39.7	1971
-94.33	37.12	1971
-90.227	37.5705	2011
-91.9334	36.9751	2010
-91.6572	38.0438	2010
-89.78	37.1	1999
-92.58	38.35	2003
-94.4	38.98	1957
-93.55	40.18	1965
-93.6	40.05	1965
-91.87	40.45	1998
-94.72	40.57	1959
-90.5279	38.6048	2010
-90.98	37.32	2001
-94.5964	36.5475	2011
-94.9691	40.3402	2011
-92.57	37.98	2003
-90.7207	36.796	2012
-92.0384	39.6882	2011
-92.0265	39.6738	2011
-91.735	39.6008	2011
-90.5186	36.8189	2010
-89.33	36.9	1981
-93.5	39.28	2000
-94.13	36.92	1996
-89.75	37.42	1957
-92.3105	38.034	2009
-89.77	37.13	1963
-89.655	37.5859	2011
-93.98	40.58	1995
-92.55	38.57	1972
-89.68	36.88	1997
-92.23	38.77	1972
-90.5708	36.8758	2010
-94.18	39.45	2005
-90.28	38.93	1970
-90.28	38.92	1970
-93.13	39.43	1983
-92.75	39.02	1983
-92.62	36.9	2005
-90.33	38.55	1957
-93.8	37.67	1996
-91	36.55	2005
-92.33	37.92	2003
-93.82	36.92	2008
-94.32	37.03	2001
-90.46	36.64	2008
-94.3128	38.6386	2010
-92.28	38.75	2000
-91.27	38.1	2006
-90.58	37.65	2006
-90.35	38.23	1965
-90.8	38.18	2006
-90.73	38.17	2006
-89.97	36.73	2008
-90.05	37.67	2006
-92.73	38.83	1992
-94.5	37.35	1982
-92.82	38.13	1998
-89.67	37.77	2006
-91.02	37.02	1984
-91.33	36.73	1984
-93.5	39.28	1970
-93.5	39.48	1970
-93.77	37.05	2005
-90.88	39.23	1999
-90.62	39.45	1999
-90.78	39.3	1999
-91.67	40.02	1970
-94.3	40.48	1983
-89.35	37.02	2001
-94.88	40.28	1974
-90.6741	38.6208	2011
-90.6731	38.6129	2011
-90.6515	38.6173	2011
-91.4	39.58	1975
-91.8262	40.4091	2012
-93.65	40.52	1959
